Status,Module,File Time Stamp,Link Time Stamp,File Size,Attr.,Link Checksum,Real Checksum,CPU,Subsystem,Symbols,Preferred Base,Actual Base,Virtual Size,Load Order,File Ver,Product Ver,Image Ver,Linker Ver,OS Ver,Subsystem Ver
D,"API-MS-WIN-SECURITY-SDDLPARSECOND-L1-1-0.DLL",2013-08-22 04:14:05,2013-08-22 04:14:05,3072,HA,0x00005488,0x00005488,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SERVICE-CORE-L1-1-1.DLL",2013-08-22 04:13:33,2013-08-22 04:13:33,2560,HA,0x00005E17,0x00005E17,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SERVICE-MANAGEMENT-L1-1-0.DLL",2013-08-22 04:13:33,2013-08-22 04:13:33,2560,HA,0x000106FA,0x000106FA,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SERVICE-MANAGEMENT-L2-1-0.DLL",2013-08-22 04:13:32,2013-08-22 04:13:32,3072,HA,0x000105B9,0x000105B9,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SERVICE-PRIVATE-L1-1-0.DLL",2013-08-22 04:13:20,2013-08-22 04:13:20,3072,HA,0x00003DD4,0x00003DD4,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SERVICE-WINSVC-L1-1-0.DLL",2013-08-22 04:13:22,2013-08-22 04:13:22,3584,HA,0x00004F5C,0x00004F5C,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"API-MS-WIN-SERVICE-WINSVC-L1-2-0.DLL",2013-08-22 04:13:33,2013-08-22 04:13:33,3072,HA,0x0000E61C,0x0000E61C,x86,Console,"CV",0x10000000,Unknown,0x00003000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHCORE-COMHELPERS-L1-1-0.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3072,HA,0x000019BE,0x000019BE,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHCORE-OBSOLETE-L1-1-0.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3072,HA,0x00005F57,0x00005F57,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHCORE-REGISTRY-L1-1-1.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3584,HA,0x0000BA96,0x0000BA96,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHCORE-SCALING-L1-1-1.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3584,HA,0x00000FDF,0x00000FDF,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHCORE-STREAM-L1-1-0.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3584,HA,0x00007B08,0x00007B08,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHCORE-STREAM-WINRT-L1-1-0.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3072,HA,0x0000A6DB,0x0000A6DB,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHCORE-SYSINFO-L1-1-0.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3072,HA,0x0000F5EC,0x0000F5EC,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHCORE-THREAD-L1-1-0.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3072,HA,0x00004B65,0x00004B65,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHCORE-UNICODEANSI-L1-1-0.DLL",2013-08-22 04:14:20,2013-08-22 04:14:20,3072,HA,0x00003D5E,0x00003D5E,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHELL-SHELLCOM-L1-1-0.DLL",2013-08-22 04:14:41,2013-08-22 04:14:41,3072,HA,0x00008030,0x00008030,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"API-MS-WIN-SHELL-SHELLFOLDERS-L1-1-0.DLL",2013-08-22 04:14:41,2013-08-22 04:14:41,3584,HA,0x00008A8E,0x00008A8E,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"APPREPAPI.DLL",2013-08-22 03:19:50,2013-08-22 03:19:49,136192,A,0x00026916,0x00026916,x86,Console,"CV",0x10000000,Unknown,0x00025000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"AUTHZ.DLL",2014-02-22 09:28:36,2014-02-22 09:28:34,176128,A,0x00033BD4,0x00033BD4,x86,Console,"CV",0x10000000,Unknown,0x0002F000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"BCP47LANGS.DLL",2013-08-22 02:52:09,2013-08-22 02:52:08,276992,A,0x00048131,0x00048131,x86,Console,"CV",0x10000000,Unknown,0x00047000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"BCRYPT.DLL",2014-02-22 09:30:13,2014-02-22 09:30:13,109056,A,0x0001D380,0x0001D380,x86,Console,"CV",0x10000000,Unknown,0x0001D000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
,"BCRYPTPRIMITIVES.DLL",2014-05-10 08:46:45,2014-05-10 03:57:49,335680,A,0x0005D876,0x0005D876,x86,Console,"CV",0x10000000,Unknown,0x00052000,Not Loaded,6.3.9600.17120,6.3.9600.17120,6.3,11.0,6.3,6.3
D,"BROWCLI.DLL",2013-08-22 02:53:19,2013-08-22 02:53:18,44032,A,0x000117A1,0x000117A1,x86,Console,"CV",0x10000000,Unknown,0x0000E000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"CABINET.DLL",2013-08-22 05:31:41,2013-08-22 02:53:49,115152,A,0x000247AE,0x000247AE,x86,GUI,"CV",0x10000000,Unknown,0x0001E000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"CERTCA.DLL",2013-08-22 02:29:13,2013-08-22 02:29:13,843776,A,0x000D63FA,0x000D63FA,x86,Console,"CV",0x10000000,Unknown,0x000D2000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"CFGMGR32.DLL",2013-08-22 05:31:40,2013-08-22 02:55:18,237032,A,0x00045483,0x00045483,x86,Console,"CV",0x10000000,Unknown,0x0003A000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"CHARTV.DLL",2013-08-22 03:58:08,2013-08-22 03:58:08,102912,A,0x000242AD,0x000242AD,x86,Console,"CV",0x10000000,Unknown,0x0001B000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"COMBASE.DLL",2014-02-22 14:38:06,2014-02-22 09:27:24,1374384,A,0x0015BAE6,0x0015BAE6,x86,Console,"CV",0x10000000,Unknown,0x0014E000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"CREDUI.DLL",2013-08-22 03:26:03,2013-08-22 03:26:02,136192,A,0x0002A2CA,0x0002A2CA,x86,Console,"CV",0x10000000,Unknown,0x00026000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"CRYPTBASE.DLL",2013-08-22 05:17:54,2013-08-22 04:08:35,30472,A,0x000115AB,0x000115AB,x86,Console,"CV",0x10000000,Unknown,0x00009000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"CRYPTSP.DLL",2013-08-22 05:29:26,2013-08-22 02:55:55,95008,A,0x0001B3C0,0x0001B3C0,x86,Console,"CV",0x10000000,Unknown,0x00018000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"CSCAPI.DLL",2013-08-22 02:52:25,2013-08-22 02:52:24,38912,A,0x00009A13,0x00009A13,x86,Console,"CV",0x10000000,Unknown,0x0000D000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"D2D1.DLL",2013-11-21 05:44:50,2013-11-21 05:44:24,3936256,A,0x003C5583,0x003C5583,x86,GUI,"CV",0x10000000,Unknown,0x003C5000,Not Loaded,6.3.9600.16473,6.3.9600.16473,6.3,11.0,6.3,6.3
D,"D3D11.DLL",2014-03-06 11:13:13,2014-03-06 06:17:38,1779800,A,0x001BC815,0x001BC815,x86,Console,"CV",0x10000000,Unknown,0x001AF000,Not Loaded,6.3.9600.17041,6.3.9600.17041,6.3,11.0,6.3,6.3
D,"DAVHLPR.DLL",2013-08-22 04:06:30,2013-08-22 04:06:30,21504,A,0x00012F2B,0x00012F2B,x86,GUI,"CV",0x10000000,Unknown,0x00009000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"DCOMP.DLL",2014-03-08 06:31:32,2014-03-08 06:31:30,222720,A,0x00038D1D,0x00038D1D,x86,GUI,"CV",0x10000000,Unknown,0x0003B000,Not Loaded,6.3.9600.17042,6.3.9600.17042,6.3,11.0,6.3,6.3
D,"DEVOBJ.DLL",2013-08-22 05:31:41,2013-08-22 02:50:48,123416,A,0x000286FB,0x000286FB,x86,Console,"CV",0x10000000,Unknown,0x0001F000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"DEVRTL.DLL",2013-08-22 02:53:47,2013-08-22 02:53:47,49152,A,0x0001B6A9,0x0001B6A9,x86,Console,"CV",0x10000000,Unknown,0x0000F000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"DFSCLI.DLL",2013-08-22 02:54:42,2013-08-22 02:54:42,41984,A,0x0000EB50,0x0000EB50,x86,Console,"CV",0x10000000,Unknown,0x0000D000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"DHCPCSVC6.DLL",2014-04-30 03:46:18,2014-04-30 03:46:18,56320,A,0x0001AB62,0x0001AB62,x86,Console,"CV",0x10000000,Unknown,0x00012000,Not Loaded,6.3.9600.17111,6.3.9600.17111,6.3,11.0,6.3,6.3
D,"DPAPI.DLL",2013-08-22 02:55:43,2013-08-22 02:55:43,12288,A,0x0000BC0E,0x0000BC0E,x86,Console,"CV",0x10000000,Unknown,0x00007000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"DRVSTORE.DLL",2013-08-22 02:51:30,2013-08-22 02:51:27,599040,A,0x000981AD,0x000981AD,x86,Console,"CV",0x10000000,Unknown,0x00097000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.0
D,"DSPARSE.DLL",2013-08-22 02:53:39,2013-08-22 02:53:39,22528,A,0x0000EA9E,0x0000EA9E,x86,Console,"CV",0x10000000,Unknown,0x00009000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"DSROLE.DLL",2013-08-22 05:29:25,2013-08-22 02:54:42,20664,A,0x00010BCF,0x00010BCF,x86,Console,"CV",0x10000000,Unknown,0x00007000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"DUI70.DLL",2014-02-22 09:00:32,2014-02-22 09:00:15,1341440,A,0x001508D5,0x001508D5,x86,GUI,"CV",0x10000000,Unknown,0x0014B000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"DUSER.DLL",2013-08-22 02:29:37,2013-08-22 02:29:34,471552,A,0x00076C91,0x00076C91,x86,GUI,"CV",0x10000000,Unknown,0x00076000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"DWMAPI.DLL",2014-07-24 13:50:07,2014-07-24 08:38:29,98048,A,0x0001E288,0x0001E288,x86,GUI,"CV",0x10000000,Unknown,0x00018000,Not Loaded,6.3.9600.17238,6.3.9600.17238,6.3,11.0,6.3,6.3
D,"DWRITE.DLL",2014-04-30 03:47:50,2014-04-30 03:47:41,1509888,A,0x0017720C,0x0017720C,x86,Console,"CV",0x10000000,Unknown,0x00175000,Not Loaded,6.3.9600.17111,6.3.9600.17111,6.3,11.0,6.3,6.3
D,"DXGI.DLL",2014-06-13 00:10:45,2014-06-07 08:38:41,406400,A,0x0006B7F2,0x0006B7F2,x86,Console,"CV",0x10000000,Unknown,0x00062000,Not Loaded,6.3.9600.17201,6.3.9600.17201,6.3,11.0,6.3,6.3
D,"EAPPCFG.DLL",2013-09-12 07:01:28,2013-09-12 07:01:28,272896,A,0x000441DC,0x000441DC,x86,Console,"CV",0x10000000,Unknown,0x00047000,Not Loaded,6.3.9600.16402,6.3.9600.16402,6.3,11.0,6.3,6.3
D,"EAPPPRXY.DLL",2013-08-22 02:45:24,2013-08-22 02:45:24,56320,A,0x0000F249,0x0000F249,x86,Console,"CV",0x10000000,Unknown,0x00011000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EFSUTIL.DLL",2013-08-22 04:05:38,2013-08-22 04:05:38,27136,A,0x00013BDB,0x00013BDB,x86,Console,"CV",0x10000000,Unknown,0x0000A000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"ELSCORE.DLL",2013-08-22 02:46:53,2013-08-22 02:46:52,50176,A,0x00015CC5,0x00015CC5,x86,GUI,"CV",0x10000000,Unknown,0x00010000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"ESENT.DLL",2013-08-22 02:56:01,2013-08-22 02:55:50,2378752,A,0x002495FB,0x002495FB,x86,Console,"CV",0x10000000,Unknown,0x0024A000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-ADVAPI32-EVENTINGCONTROLLER-L1-1-0.DLL",2013-08-22 04:14:05,2013-08-22 04:14:05,3072,HA,0x00001049,0x00001049,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-ADVAPI32-MSI-L1-1-0.DLL",2013-08-22 04:13:51,2013-08-22 04:13:51,3072,HA,0x0000EB83,0x0000EB83,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-ADVAPI32-NTMARTA-L1-1-0.DLL",2013-08-22 04:13:39,2013-08-22 04:13:39,3072,HA,0x000075E9,0x000075E9,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
DE,"EXT-MS-WIN-ADVAPI32-PSM-APP-L1-1-0.DLL",2013-08-22 04:13:39,2013-08-22 04:13:39,3072,HA,0x000075E9,0x000075E9,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-ADVAPI32-REGISTRY-L1-1-0.DLL",2013-08-22 04:13:30,2013-08-22 04:13:30,3584,HA,0x00008630,0x00008630,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-ADVAPI32-SAFER-L1-1-0.DLL",2013-08-22 04:13:40,2013-08-22 04:13:40,3072,HA,0x000064B0,0x000064B0,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-APPXDEPLOYMENTCLIENT-APPXDEPLOY-L1-1-0.DLL",2013-08-22 04:13:56,2013-08-22 04:13:55,3072,HA,0x00010BF0,0x00010BF0,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-AUTHZ-CONTEXT-L1-1-0.DLL",2013-08-22 04:14:05,2013-08-22 04:14:05,3584,HA,0x00005068,0x00005068,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-AUTHZ-REMOTE-L1-1-0.DLL",2013-08-22 04:13:40,2013-08-22 04:13:40,3584,HA,0x00007E85,0x00007E85,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-COM-CLBCATQ-L1-1-0.DLL",2013-08-22 04:13:34,2013-08-22 04:13:34,3072,HA,0x000063CF,0x000063CF,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-COM-OLE32-L1-1-1.DLL",2013-08-22 04:14:01,2013-08-22 04:14:01,4096,HA,0x00003321,0x00003321,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-COM-PSMREGISTER-L1-1-0.DLL",2013-08-22 04:13:55,2013-08-22 04:13:55,3072,HA,0x000023C9,0x000023C9,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-DOMAINJOIN-NETJOIN-L1-1-0.DLL",2013-08-22 04:13:40,2013-08-22 04:13:40,4096,HA,0x0000EE40,0x0000EE40,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-FIREWALLAPI-WEBPROXY-L1-1-0.DLL",2013-08-22 04:13:23,2013-08-22 04:13:23,3584,HA,0x00008475,0x00008475,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-GDI-DC-CREATE-L1-1-1.DLL",2013-08-22 04:14:01,2013-08-22 04:14:01,3072,HA,0x00000CDB,0x00000CDB,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-GDI-DC-L1-2-0.DLL",2013-08-22 04:13:38,2013-08-22 04:13:38,3584,HA,0x0000DEF3,0x0000DEF3,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-GDI-DRAW-L1-1-1.DLL",2013-08-22 04:14:00,2013-08-22 04:14:00,4096,HA,0x0000476A,0x0000476A,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-GDI-FONT-L1-1-1.DLL",2013-08-22 04:14:00,2013-08-22 04:14:00,4096,HA,0x0000309C,0x0000309C,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-GDI-METAFILE-L1-1-1.DLL",2013-08-22 04:14:00,2013-08-22 04:14:00,3584,HA,0x00006AA3,0x00006AA3,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-GDI-PATH-L1-1-0.DLL",2013-08-22 04:13:38,2013-08-22 04:13:38,3072,HA,0x0000DFC4,0x0000DFC4,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-GDI-RENDER-L1-1-0.DLL",2013-08-22 04:13:39,2013-08-22 04:13:39,3072,HA,0x00007BC2,0x00007BC2,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-GPAPI-GROUPPOLICY-L1-1-0.DLL",2013-08-22 04:13:03,2013-08-22 04:13:03,4096,HA,0x000027B0,0x000027B0,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-KERNEL32-APPCOMPAT-L1-1-0.DLL",2013-08-22 04:13:35,2013-08-22 04:13:35,3584,HA,0x000069BB,0x000069BB,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-KERNEL32-DATETIME-L1-1-0.DLL",2013-08-22 04:13:29,2013-08-22 04:13:29,3072,HA,0x00005178,0x00005178,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-KERNEL32-ERRORHANDLING-L1-1-0.DLL",2013-08-22 04:13:30,2013-08-22 04:13:29,3072,HA,0x0000AAA3,0x0000AAA3,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-KERNEL32-FILE-L1-1-0.DLL",2013-08-22 04:13:33,2013-08-22 04:13:33,3072,HA,0x000012B7,0x000012B7,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-KERNEL32-LOCALIZATION-L1-1-0.DLL",2013-08-22 04:13:24,2013-08-22 04:13:24,3072,HA,0x0000DB52,0x0000DB52,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-KERNEL32-PACKAGE-CURRENT-L1-1-0.DLL",2013-08-22 04:13:24,2013-08-22 04:13:24,3072,HA,0x0000D38E,0x0000D38E,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-KERNEL32-PACKAGE-L1-1-1.DLL",2014-02-22 11:24:51,2014-02-22 11:24:51,3584,HA,0x000066E4,0x000066E4,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-KERNEL32-QUIRKS-L1-1-0.DLL",2013-08-22 04:13:27,2013-08-22 04:13:27,3584,HA,0x0000709D,0x0000709D,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-KERNEL32-REGISTRY-L1-1-0.DLL",2013-08-22 04:13:30,2013-08-22 04:13:29,3584,HA,0x0000A1AB,0x0000A1AB,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
