Status,Module,File Time Stamp,Link Time Stamp,File Size,Attr.,Link Checksum,Real Checksum,CPU,Subsystem,Symbols,Preferred Base,Actual Base,Virtual Size,Load Order,File Ver,Product Ver,Image Ver,Linker Ver,OS Ver,Subsystem Ver
D,"SETUPAPI.DLL",2014-02-22 14:52:02,2014-02-22 08:42:28,1767440,A,0x001B0FE6,0x001B0FE6,x86,GUI,"CV",0x10000000,Unknown,0x001AD000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
DE,"SHCORE.DLL",2014-07-24 13:46:50,2014-07-24 08:30:22,477200,A,0x0007B93B,0x0007B93B,x86,GUI,"CV",0x10000000,Unknown,0x00076000,Not Loaded,6.3.9600.17238,6.3.9600.17238,6.3,11.0,6.3,6.3
D,"SLC.DLL",2014-02-22 11:06:51,2014-02-22 11:06:51,148992,A,0x0002AC0F,0x0002AC0F,x86,Console,"CV",0x10000000,Unknown,0x00028000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"SPPC.DLL",2014-02-22 11:05:19,2014-02-22 11:05:18,95232,A,0x0001CADD,0x0001CADD,x86,Console,"CV",0x10000000,Unknown,0x0001A000,Not Loaded,6.3.9600.17031,6.3.9600.17031,21315.20512,11.0,6.3,6.3
D,"SRVCLI.DLL",2013-08-22 05:29:31,2013-08-22 02:53:18,108424,A,0x00027CBF,0x00027CBF,x86,Console,"CV",0x10000000,Unknown,0x0001B000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"SSPICLI.DLL",2013-09-30 04:03:37,2013-09-21 05:37:31,101376,A,0x00023AEA,0x00023AEA,x86,Console,"CV",0x10000000,Unknown,0x0001D000,Not Loaded,6.3.9600.16408,6.3.9600.16408,6.3,11.0,6.3,6.3
D,"TAPI32.DLL",2013-08-22 03:42:27,2013-08-22 03:42:26,196608,A,0x00030C3D,0x00030C3D,x86,GUI,"CV",0x10000000,Unknown,0x00033000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"TBS.DLL",2013-08-22 02:54:13,2013-08-22 02:54:13,23040,A,0x00012ABB,0x00012ABB,x86,Console,"CV",0x10000000,Unknown,0x00009000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"TWINAPI.APPCORE.DLL",2014-04-11 08:25:54,2014-04-11 03:12:56,419928,A,0x000707F1,0x000707F1,x86,GUI,"CV",0x10000000,Unknown,0x00069000,Not Loaded,6.3.9600.17093,6.3.9600.17093,6.3,11.0,6.3,6.3
D,"TWINAPI.DLL",2014-02-22 08:39:28,2014-02-22 08:39:23,556032,A,0x0008937F,0x0008937F,x86,GUI,"CV",0x10000000,Unknown,0x0008B000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"VAULTCLI.DLL",2013-08-22 02:46:05,2013-08-22 02:46:05,78848,A,0x000202B0,0x000202B0,x86,Console,"CV",0x10000000,Unknown,0x00018000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"VIRTDISK.DLL",2013-08-22 02:53:34,2013-08-22 02:53:34,30208,A,0x000087E1,0x000087E1,x86,Console,"CV",0x10000000,Unknown,0x0000B000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"VPNIKEAPI.DLL",2013-08-22 02:53:48,2013-08-22 02:53:48,28672,A,0x00011029,0x00011029,x86,Console,"CV",0x10000000,Unknown,0x0000B000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WDI.DLL",2013-08-22 02:47:21,2013-08-22 02:47:20,80896,A,0x00021634,0x00021634,x86,Console,"CV",0x10000000,Unknown,0x00017000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WEBIO.DLL",2013-08-22 02:44:53,2013-08-22 02:44:51,400896,A,0x0006F0E4,0x0006F0E4,x86,Console,"CV",0x10000000,Unknown,0x00065000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WEBSERVICES.DLL",2014-02-22 14:38:06,2014-02-22 09:36:11,1077944,A,0x00116057,0x00116057,x86,Console,"CV",0x10000000,Unknown,0x00107000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"WEBSOCKET.DLL",2013-08-22 02:54:00,2013-08-22 02:54:00,35328,A,0x0000C567,0x0000C567,x86,Console,"CV",0x10000000,Unknown,0x0000C000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WEVTAPI.DLL",2013-08-22 05:30:48,2013-08-22 02:51:18,308848,A,0x0005ADD5,0x0005ADD5,x86,Console,"CV",0x10000000,Unknown,0x0004C000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WINBRAND.DLL",2014-02-22 09:25:36,2014-02-22 09:25:35,27136,A,0x00013F10,0x00013F10,x86,Console,"CV",0x10000000,Unknown,0x0000A000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.1
D,"WINMMBASE.DLL",2014-03-25 01:20:46,2014-03-24 22:57:36,127544,A,0x00024147,0x00024147,x86,GUI,"CV",0x10000000,Unknown,0x00020000,Not Loaded,6.3.9600.17080,6.3.9600.17080,6.3,11.0,6.3,6.3
D,"WINNSI.DLL",2013-08-22 13:25:36,2013-08-22 02:55:39,25824,A,0x0001152F,0x0001152F,x86,Console,"CV",0x10000000,Unknown,0x00008000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WINSTA.DLL",2013-08-22 05:20:03,2013-08-22 02:42:41,265480,A,0x0004DAF4,0x0004DAF4,x86,Console,"CV",0x10000000,Unknown,0x00042000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WKSCLI.DLL",2013-08-22 05:29:34,2013-08-22 02:53:19,59392,A,0x00015C04,0x00015C04,x86,Console,"CV",0x10000000,Unknown,0x00010000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WLANAPI.DLL",2014-07-24 08:30:04,2014-07-24 08:29:58,230400,A,0x00046178,0x00046178,x86,Console,"CV",0x10000000,Unknown,0x0003C000,Not Loaded,6.3.9600.17238,6.3.9600.17238,6.3,11.0,6.3,6.3
D,"WMICLNT.DLL",2013-08-22 02:55:42,2013-08-22 02:55:42,32256,A,0x00016224,0x00016224,x86,Console,"CV",0x10000000,Unknown,0x0000B000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"XMLLITE.DLL",2013-08-22 05:28:06,2013-08-22 02:47:27,175088,A,0x000361E2,0x000361E2,x86,GUI,"CV",0x10000000,Unknown,0x0002C000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"MSVCRT.DLL",2013-08-22 05:21:03,2013-08-22 04:13:41,780408,A,0x000C4766,0x000C4766,x86,GUI,"CV",0x10100000,Unknown,0x000BE000,Not Loaded,7.0.9600.16384,6.1.8638.16384,6.3,11.0,6.3,6.3
D,"URLMON.DLL",2014-09-18 23:53:45,2014-09-18 23:53:37,1190400,A,0x00124E1D,0x00124E1D,x86,GUI,"CV",0x1A400000,Unknown,0x0012C000,Not Loaded,11.0.9600.17344,11.0.9600.17344,6.3,11.0,6.3,6.1
D,"IMGUTIL.DLL",2013-08-22 02:35:09,2013-08-22 02:35:09,36352,A,0x000162D6,0x000162D6,x86,GUI,"CV",0x1B000000,Unknown,0x0000C000,Not Loaded,11.0.9600.16384,11.0.9600.16384,6.3,11.0,6.3,6.1
D,"REGAPI.DLL",2013-08-22 04:02:36,2013-08-22 04:02:36,75264,A,0x00021C8D,0x00021C8D,x86,Console,"CV",0x30000000,Unknown,0x00016000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WTSAPI32.DLL",2013-08-22 05:20:02,2013-08-22 04:03:15,50616,A,0x000115EF,0x000115EF,x86,Console,"CV",0x30000000,Unknown,0x0000E000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"OLEDLG.DLL",2013-08-22 03:54:38,2013-08-22 03:54:38,103936,A,0x0001FD3C,0x0001FD3C,x86,GUI,"CV",0x47480000,Unknown,0x0001D000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WINTRUST.DLL",2014-04-03 04:03:15,2014-03-30 22:48:38,230808,A,0x0004518F,0x0004518F,x86,GUI,"CV",0x47600000,Unknown,0x00038000,Not Loaded,6.3.9600.17085,6.3.9600.17085,6.3,11.0,6.3,6.3
D,"MPR.DLL",2013-08-22 05:30:36,2013-08-22 02:56:00,82576,A,0x0001745C,0x0001745C,x86,Console,"CV",0x4B680000,Unknown,0x00014000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"ACTIVEDS.DLL",2013-08-22 02:20:52,2013-08-22 02:20:51,205312,A,0x0003B37E,0x0003B37E,x86,Console,"CV",0x4C200000,Unknown,0x00034000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"ADVAPI32.DLL",2014-02-22 14:11:24,2014-02-22 11:10:22,490136,A,0x0007B885,0x0007B885,x86,Console,"CV",0x4C300000,Unknown,0x00078000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"NETAPI32.DLL",2013-08-22 05:29:29,2013-08-22 02:51:43,66632,A,0x00013800,0x00013800,x86,Console,"CV",0x4CA00000,Unknown,0x00012000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WINSPOOL.DRV",2014-07-24 08:10:30,2014-07-24 08:10:28,371712,A,0x00065F3B,0x00065F3B,x86,GUI,"CV",0x4CC80000,Unknown,0x0005E000,Not Loaded,6.3.9600.17238,6.3.9600.17238,6.3,11.0,6.3,6.3
D,"SAMLIB.DLL",2014-02-22 09:29:39,2014-02-22 09:29:38,62976,A,0x0000FAD0,0x0000FAD0,x86,Console,"CV",0x4D180000,Unknown,0x00013000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
,"GDI32.DLL",2014-08-02 03:56:08,2014-08-02 03:56:03,1064448,A,0x0010F905,0x0010F905,x86,Console,"CV",0x4D500000,Unknown,0x00107000,Not Loaded,6.3.9600.17246,6.3.9600.17246,6.3,11.0,6.3,6.3
D,"PRINTUI.DLL",2014-07-24 07:44:12,2014-07-24 07:44:09,1057792,A,0x0010353D,0x0010353D,x86,Console,"CV",0x4E180000,Unknown,0x00105000,Not Loaded,6.3.9600.17238,6.3.9600.17238,6.3,11.0,6.3,6.3
,"RPCRT4.DLL",2014-06-19 23:52:15,2014-06-19 23:52:11,710144,A,0x000AD93D,0x000AD93D,x86,Console,"CV",0x4EF80000,Unknown,0x000B0000,Not Loaded,6.3.9600.17216,6.3.9600.17216,6.3,11.0,6.3,6.3
D,"IMM32.DLL",2014-02-22 11:15:39,2014-02-22 11:15:37,137728,A,0x000220A9,0x000220A9,x86,GUI,"CV",0x4F000000,Unknown,0x00025000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"WINMM.DLL",2014-03-25 01:20:45,2014-03-22 07:25:06,128568,A,0x00028671,0x00028671,x86,GUI,"CV",0x4F080000,Unknown,0x00020000,Not Loaded,6.3.9600.17078,6.3.9600.17078,6.3,11.0,6.3,6.3
D,"W32TOPL.DLL",2013-08-22 02:54:35,2013-08-22 02:54:35,27136,A,0x0000C168,0x0000C168,x86,Console,"CV",0x4F200000,Unknown,0x0000B000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WS2_32.DLL",2013-08-22 05:17:54,2013-08-22 02:55:30,313488,A,0x0005730E,0x0005730E,x86,Console,"CV",0x4F780000,Unknown,0x0004D000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"NTSHRUI.DLL",2014-02-22 08:43:03,2014-02-22 08:43:02,644608,A,0x000A0208,0x000A0208,x86,GUI,"CV",0x51400000,Unknown,0x000A0000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"SECUR32.DLL",2013-08-22 02:55:53,2013-08-22 02:55:53,23040,A,0x0000B439,0x0000B439,x86,Console,"CV",0x51B80000,Unknown,0x00009000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"COMDLG32.DLL",2014-07-24 09:10:16,2014-07-24 09:10:12,540672,A,0x0008FAA0,0x0008FAA0,x86,GUI,"CV",0x52080000,Unknown,0x0008A000,Not Loaded,6.3.9600.17238,6.3.9600.17238,6.3,11.0,6.3,6.3
D,"WLDAP32.DLL",2014-08-16 00:43:25,2014-08-16 00:43:23,321024,A,0x0005E3A5,0x0005E3A5,x86,GUI,"CV",0x52100000,Unknown,0x00051000,Not Loaded,6.3.9600.17278,6.3.9600.17278,6.3,11.0,6.3,6.3
D,"VERSION.DLL",2013-08-22 05:25:38,2013-08-22 04:05:52,25824,A,0x0000B2DF,0x0000B2DF,x86,GUI,"CV",0x52180000,Unknown,0x00008000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"LINKINFO.DLL",2013-08-22 04:01:50,2013-08-22 04:01:50,23040,A,0x00008719,0x00008719,x86,GUI,"CV",0x52600000,Unknown,0x0000A000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"USERENV.DLL",2014-03-06 11:19:51,2014-03-06 06:26:17,94016,A,0x0001B600,0x0001B600,x86,GUI,"CV",0x52880000,Unknown,0x00019000,Not Loaded,6.3.9600.17041,6.3.9600.17041,6.3,11.0,6.3,6.3
D,"WINDOWSCODECS.DLL",2014-01-29 07:44:15,2014-01-29 06:44:17,1369736,A,0x0015D6B4,0x0015D6B4,x86,GUI,"CV",0x53000000,Unknown,0x0014D000,Not Loaded,6.3.9600.16521,6.3.9600.16521,6.3,11.0,6.3,6.3
D,"DHCPCSVC.DLL",2014-04-30 03:45:54,2014-04-30 03:45:53,62976,A,0x0001462A,0x0001462A,x86,Console,"CV",0x53680000,Unknown,0x00013000,Not Loaded,6.3.9600.17111,6.3.9600.17111,6.3,11.0,6.3,6.3
D,"UIAUTOMATIONCORE.DLL",2013-10-05 08:21:38,2013-10-05 08:21:31,920064,A,0x000ECE7A,0x000ECE7A,x86,GUI,"CV",0x53830000,Unknown,0x000E4000,Not Loaded,7.2.9600.16421,6.3.9600.16421,6.3,11.0,6.3,6.3
D,"NTDSAPI.DLL",2013-08-22 02:52:04,2013-08-22 02:52:03,90112,A,0x0002505F,0x0002505F,x86,Console,"CV",0x59280000,Unknown,0x00018000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"FECLIENT.DLL",2013-08-22 04:05:56,2013-08-22 04:05:56,36864,A,0x00015CD1,0x00015CD1,x86,Console,"CV",0x5AD00000,Unknown,0x0000C000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"MSIMG32.DLL",2013-08-22 02:55:04,2013-08-22 02:55:04,5632,A,0x00006117,0x00006117,x86,Console,"CV",0x5B800000,Unknown,0x00006000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,5.1
D,"COMCTL32.DLL",2013-08-22 04:07:58,2013-08-22 04:07:56,535552,A,0x0008F1F6,0x0008F1F6,x86,GUI,"CV",0x5BF80000,Unknown,0x00086000,Not Loaded,5.82.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"CRYPT32.DLL",2013-10-16 13:54:17,2013-10-16 10:34:11,1581968,A,0x0018787B,0x0018787B,x86,GUI,"CV",0x5CF00000,Unknown,0x0017F000,Not Loaded,6.3.9600.16431,6.3.9600.16431,6.3,11.0,6.3,6.3
D,"ACLUI.DLL",2014-06-05 09:42:34,2014-06-05 09:42:33,889856,A,0x000DC282,0x000DC282,x86,GUI,"CV",0x5D500000,Unknown,0x000DE000,Not Loaded,6.3.9600.17199,6.3.9600.17199,6.3,11.0,6.3,6.3
D,"IERTUTIL.DLL",2014-09-19 00:55:50,2014-09-19 00:55:36,2187264,A,0x0021D2D8,0x0021D2D8,x86,GUI,"CV",0x5DCA0000,Unknown,0x0021B000,Not Loaded,11.0.9600.17344,11.0.9600.17344,6.3,11.0,6.3,6.1
D,"MLANG.DLL",2013-08-22 02:42:35,2013-08-22 02:42:34,182272,A,0x0002EF84,0x0002EF84,x86,GUI,"CV",0x5E200000,Unknown,0x0002F000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"POWRPROF.DLL",2014-02-22 14:52:01,2014-02-22 09:28:17,251504,A,0x00047228,0x00047228,x86,Console,"CV",0x5E600000,Unknown,0x0003E000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"INETCOMM.DLL",2013-08-22 03:06:10,2013-08-22 03:06:05,740864,A,0x000C0BFC,0x000C0BFC,x86,GUI,"CV",0x5EC00000,Unknown,0x000B9000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"WINSCARD.DLL",2013-09-30 04:03:37,2013-09-21 06:55:52,168448,A,0x000353A4,0x000353A4,x86,Console,"CV",0x5F280000,Unknown,0x0002C000,Not Loaded,6.3.9600.16408,6.3.9600.16408,6.3,11.0,6.3,6.3
D,"DEVMGR.DLL",2013-08-22 03:25:44,2013-08-22 03:25:42,452608,A,0x0007B326,0x0007B326,x86,GUI,"CV",0x5FC80000,Unknown,0x00072000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"SCECLI.DLL",2013-08-22 02:48:17,2013-08-22 02:48:16,207360,A,0x00034341,0x00034341,x86,Console,"CV",0x5FD00000,Unknown,0x00036000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"DNSAPI.DLL",2014-03-04 06:42:41,2014-03-04 06:42:38,494592,A,0x0008567F,0x0008567F,x86,Console,"CV",0x5FD80000,Unknown,0x0007C000,Not Loaded,6.3.9600.17039,6.3.9600.17039,6.3,11.0,6.3,6.3
D,"SPFILEQ.DLL",2013-08-22 04:06:28,2013-08-22 04:06:27,86016,A,0x0002129F,0x0002129F,x86,GUI,"CV",0x61000000,Unknown,0x00017000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"SPINF.DLL",2013-08-22 04:06:19,2013-08-22 04:06:19,79872,A,0x00020088,0x00020088,x86,GUI,"CV",0x61000000,Unknown,0x00016000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"CRYPTUI.DLL",2013-08-22 02:12:09,2013-08-22 02:12:08,557568,A,0x0008D878,0x0008D878,x86,GUI,"CV",0x61400000,Unknown,0x0008C000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"OLEACC.DLL",2013-08-22 02:42:31,2013-08-22 02:42:30,280064,A,0x00053700,0x00053700,x86,GUI,"CV",0x61880000,Unknown,0x00048000,Not Loaded,7.2.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"NEWDEV.DLL",2014-02-22 10:13:28,2014-02-22 10:13:28,307200,A,0x0004C29E,0x0004C29E,x86,Console,"CV",0x61B00000,Unknown,0x0004F000,Not Loaded,6.0.5054.0,6.0.5054.0,6.3,11.0,6.3,6.3
D,"WININET.DLL",2014-09-18 23:59:11,2014-09-18 23:58:58,1810944,A,0x001C275E,0x001C275E,x86,GUI,"CV",0x63000000,Unknown,0x001C2000,Not Loaded,11.0.9600.17344,11.0.9600.17344,6.3,11.0,6.3,6.1
DE,"SHLWAPI.DLL",2013-08-22 05:25:37,2013-08-22 02:18:03,263872,A,0x0004E936,0x0004E936,x86,GUI,"CV",0x63180000,Unknown,0x00041000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"MSRATING.DLL",2014-09-11 18:49:20,2014-02-06 09:25:43,164864,A,0x0002EBA7,0x0002EBA7,x86,GUI,"CV",0x63400000,Unknown,0x0002C000,Not Loaded,11.0.9600.16518,11.0.9600.16518,6.3,11.0,6.3,6.1
D,"MSHTML.DLL",2014-09-19 01:44:05,2014-09-19 01:42:58,17484800,A,0x010B74A9,0x010B74A9,x86,GUI,"CV",0x63580000,Unknown,0x010B5000,Not Loaded,11.0.9600.17344,11.0.9600.17344,6.3,11.0,6.3,6.1
D,"OCCACHE.DLL",2014-02-22 09:53:01,2014-02-22 09:53:01,127488,A,0x0002DA46,0x0002DA46,x86,GUI,"CV",0x63780000,Unknown,0x00022000,Not Loaded,11.0.9600.17031,11.0.9600.17031,6.3,11.0,6.3,6.1
D,"ADVPACK.DLL",2013-08-22 03:43:23,2013-08-22 03:43:22,111616,A,0x00024A3C,0x00024A3C,x86,GUI,"CV",0x65000000,Unknown,0x0002C000,Not Loaded,11.0.9600.16384,11.0.9600.16384,6.3,11.0,6.3,6.1
D,"IEADVPACK.DLL",2013-08-22 03:43:00,2013-08-22 03:43:00,111616,A,0x00020E0A,0x00020E0A,x86,GUI,"CV",0x65000000,Unknown,0x0002C000,Not Loaded,11.0.9600.16384,11.0.9600.16384,6.3,11.0,6.3,6.1
D,"USP10.DLL",2013-08-22 04:12:40,2013-08-22 04:12:40,76288,A,0x000224B6,0x000224B6,x86,GUI,"CV",0x65100000,Unknown,0x00014000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EFSADU.DLL",2013-08-22 03:03:49,2013-08-22 03:03:49,88064,A,0x0001AF43,0x0001AF43,x86,GUI,"CV",0x67BA0000,Unknown,0x0001B000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"OLE32.DLL",2014-03-08 11:34:53,2014-03-08 06:05:07,1095488,A,0x0010ECBF,0x0010ECBF,x86,Console,"CV",0x68F00000,Unknown,0x0010C000,Not Loaded,6.3.9600.17042,6.3.9600.17042,6.3,11.0,6.3,6.3
D,"SHELL32.DLL",2014-08-16 03:16:40,2014-08-16 00:26:13,18722600,A,0x011E5C3C,0x011E5C3C,x86,GUI,"CV",0x69800000,Unknown,0x011B7000,Not Loaded,6.3.9600.17278,6.3.9600.17278,6.3,11.0,6.3,6.3
,"NTDLL.DLL",2014-08-16 03:03:51,2014-08-16 01:32:19,1467384,A,0x001761E0,0x001761E0,x86,Console,"CV",0x6B280000,Unknown,0x00167000,Not Loaded,6.3.9600.17278,6.3.9600.17278,6.3,11.0,6.3,6.3
,"KERNEL32.DLL",2014-03-19 23:55:24,2014-03-19 23:55:24,1036288,A,0x000FEC4C,0x000FEC4C,x86,Console,"CV",0x6B800000,Unknown,0x00140000,Not Loaded,6.3.9600.17056,6.3.9600.17056,6.3,11.0,6.3,6.3
,"USER32.DLL",2014-07-24 08:49:34,2014-07-24 08:49:29,1361408,A,0x0015016A,0x0015016A,x86,GUI,"CV",0x6BA80000,Unknown,0x0014F000,Not Loaded,6.3.9600.17238,6.3.9600.17238,6.3,11.0,6.3,6.3
D,"SHDOCVW.DLL",2013-08-22 04:07:29,2013-08-22 04:07:28,206336,A,0x0003DDD9,0x0003DDD9,x86,GUI,"CV",0x71700000,Unknown,0x00035000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"COMCTL32.DLL",2014-02-22 11:23:24,2014-02-22 11:23:09,1975296,A,0x001F2143,0x001F2143,x86,GUI,"CV",0x71A00000,Unknown,0x001E6000,Not Loaded,6.10.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"UXTHEME.DLL",2014-02-22 08:53:43,2014-02-22 08:53:38,876544,A,0x000D9125,0x000D9125,x86,GUI,"CV",0x71B00000,Unknown,0x000DB000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"WINHTTP.DLL",2013-08-22 02:39:08,2013-08-22 02:39:05,589312,A,0x00095299,0x00095299,x86,GUI,"CV",0x76080000,Unknown,0x00094000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"AVRT.DLL",2013-08-22 05:24:59,2013-08-22 02:55:34,30464,A,0x0000E91C,0x0000E91C,x86,Console,"CV",0x78B00000,Unknown,0x00009000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"APPHELP.DLL",2014-02-22 11:16:24,2014-02-22 11:16:22,617472,A,0x00097AEF,0x00097AEF,x86,GUI,"CV",0x78C80000,Unknown,0x00099000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
